"COD_MKT_ID","AREA","MACROSETTORE","SETTORE","REPARTO","CATEGORIA","SOTTOCATEGORIA","SEGMENTO"
"1271","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","MORTADELLA"
"1272","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","ALTRI COTTI"
"1273","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","PROSCIUTTO CRUDO NAZIONALE"
"1274","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","SALAME"
"1275","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","PANCETTA"
"1276","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","COPPA/CAPOCOLLO"
"1277","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","SPECK"
"1278","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","BRESAOLA"
"1279","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","ALTRI CRUDI"
"1280","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","SALUMI MISTI"
"1281","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","PROSCIUTTO COTTO ESTERO"
"1282","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","AFFETTATI","PROSCIUTTO CRUDO ESTERO"
"1283","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","TRANCI/INTERI","MORTADELLA"
"1284","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","TRANCI/INTERI","PROSCIUTTO COTTO"
"1285","Alimentari","Freschi","FRESCHI","LIBERO SERVIZIO","SALUMI LIBERO SERVIZIO","TRANCI/INTERI","ALTRI SALUMI COTTI"
"1286","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BABY 20/28","PIANELLA APERTA"
"1287","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BABY 20/28","PIANELLA CHIUSA"
"1288","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BABY 20/28","PANTOFOLA ALTA"
"1289","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BABY 20/28","PANTOFOLA BASSA"
"1290","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BABY 20/28","MOPPINA"
"1291","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BIMBO/A 29/35","PIANELLA APERTA"
"1292","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BIMBO/A 29/35","PIANELLA CHIUSA"
"1293","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BIMBO/A 29/35","PANTOFOLA ALTA"
"1294","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BIMBO/A 29/35","PANTOFOLA BASSA"
"1295","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA BIMBO/A 29/35","MOPPINA"
"1296","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA RAGAZZO/A 35/40","PIANELLA APERTA"
"1297","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA RAGAZZO/A 35/40","PIANELLA CHIUSA"
"1298","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA RAGAZZO/A 35/40","PANTOFOLA ALTA"
"1299","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA RAGAZZO/A 35/40","PANTOFOLA BASSA"
"1300","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE BIMBO/A","PANTOFOLERIA RAGAZZO/A 35/40","MOPPINA"
"1301","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","PIANELLA","PIANELLA SPUGNA"
"1302","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","PIANELLA","PIANELLA APERTA"
"1303","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","PIANELLA","PIANELLA CHIUSA"
"1304","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","CIABATTE","CIABATTE APERTE"
"1305","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","CIABATTE","CIABATTE CHIUSE"
"1306","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","CIABATTE","SANITARIE"
"1307","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","PANTOFOLA","PANTOFOLA ALTA"
"1308","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE DONNA","PANTOFOLA","PANTOFOLA BASSA"
"1309","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE UOMO","CIABATTE","PIANELLA CHIUSA"
"1310","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE UOMO","CIABATTE","CIABATTA APERTA"
"1311","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE UOMO","CIABATTE","SANITARIA"
"1312","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE UOMO","PANTOFOLA","PANTOFOLA ALTA"
"1313","Non alimentari","No Food","PERSONA","CALZATURE","PANTOFOLE UOMO","PANTOFOLA","PANTOFOLA BASSA"
"1314","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BABY 20/28 ESTATE","SANDALI"
"1315","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BABY 20/28 ESTATE","SCARPE"
"1316","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BABY 20/28 ESTATE","POLACCHETTI"
"1317","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BABY 20/28 INVERNO","SCARPE"
"1318","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BABY 20/28 INVERNO","POLACCHETTI/STIVALI"
"1319","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBO 29/35 ESTATE","SANDALI"
"1320","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBO 29/35 ESTATE","SCARPE"
"1321","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBO 29/35 ESTATE","POLACCHETTI"
"1322","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBO 29/35 ESTATE","CORDA"
"1323","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBO 29/35 INVERNO","SCARPE"
"1324","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBO 29/35 INVERNO","POLACCHETTI/STIVALI"
"1325","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBA 29/35 ESTATE","SANDALI"
"1326","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBA 29/35 ESTATE","SCARPE"
"1327","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBA 29/35 ESTATE","POLACCHETTI"
"1328","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBA 29/35 ESTATE","CORDA"
"1329","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBA 29/35 INVERNO","SCARPE"
"1330","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","BIMBA 29/35 INVERNO","POLACCHETTI/STIVALI"
"1331","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","RAGAZZO/A 35/40 ESTATE","SANDALI"
"1332","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","RAGAZZO/A 35/40 ESTATE","SCARPE"
"1333","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","RAGAZZO/A 35/40 ESTATE","POLACCHETTI"
"1334","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","RAGAZZO/A 35/40 ESTATE","CORDA"
"1335","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","RAGAZZO/A 35/40 INVERNO","SCARPE"
"1336","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","RAGAZZO/A 35/40 INVERNO","POLACCHETTI/STIVALI"
"1337","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","STIVALI PIOGGIA","BABY  18/29"
"1338","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE BIMBO","STIVALI PIOGGIA","BIMBO/A 29/34"
"1339","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","SANDALI"
"1340","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","INFRADITO"
"1341","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","CORDA"
"1342","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","SCARPE ALLACCIATE"
"1343","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","MOCASSINI"
"1344","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","BALLERINE"
"1345","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","DECOLLETE'"
"1346","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","SABOT"
"1347","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE ESTIVE","POLACCHETTI \ STIVALI"
"1348","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE INVERNALI","SCARPE ALLACCIATE"
"1349","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE INVERNALI","MOCASSINI"
"1350","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE INVERNALI","BALLERINE"
"1351","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE INVERNALI","DECOLLETE'"
"1352","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE INVERNALI","POLACCHETTI"
"1353","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","CALZATURE INVERNALI","STIVALI"
"1354","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE DONNA","STIVALI PIOGGIA","STIVALI 35/41"
"1355","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE ESTIVE","SANDALI"
"1356","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE ESTIVE","INFRADITO"
"1357","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE ESTIVE","CORDA"
"1358","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE ESTIVE","SCARPE ALLACCIATE"
"1359","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE ESTIVE","MOCASSINI"
"1360","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE ESTIVE","POLACCHETTI"
"1361","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE ESTIVE","STIVALI"
"1362","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE INVERNO","SCARPE ALLACCIATE"
"1363","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE INVERNO","MOCASSINI"
"1364","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE INVERNO","POLACCHETTI"
"1365","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE INVERNO","STIVALI"
"1366","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE INVERNO","STIVALI BASSI"
"1367","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","CALZATURE INVERNO","STIVALI ALTI"
"1368","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE UOMO","STIVALI PIOGGIA","STIVALI PIOGGIA"
"1369","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE BABY 20/28","CIABATTE"
"1370","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE BABY 20/28","SANDALI"
"1371","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE BIMBO/A 29/35","CIABATTE"
"1372","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE BIMBO/A 29/35","SANDALI"
"1373","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE RAGAZZO/A 35/40","CIABATTE FASCIA"
"1374","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE RAGAZZO/A 35/40","CIABATTE INFRADITO"
"1375","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE RAGAZZO/A 35/40","SANDALI"
"1376","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE DONNA","CIABATTE FASCIA"
"1377","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE DONNA","CIABATTE INFRADITO"
"1378","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE DONNA","SANDALI"
"1379","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE UOMO","CIABATTE FASCIA"
"1380","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE UOMO","CIABATTE INFRADITO"
"1381","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","CIABATTE UOMO","SANDALI"
"1382","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","ZOCCOLI BIMBO/A 28/39","ZOCCOLI BIMBO"
"1383","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","ZOCCOLI BIMBO/A 28/39","ZOCCOLI BIMBA"
"1384","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","ZOCCOLI DONNA 35/41","ANATOMICI"
"1385","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","ZOCCOLI DONNA 35/41","MODA"
"1386","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","ZOCCOLI UOMO","ANATOMICI"
"1387","Non alimentari","No Food","PERSONA","CALZATURE","CIABATTE MARE E ZOCCOLI","ZOCCOLI UOMO","MODA"
"1388","Non alimentari","No Food","PERSONA","CALZATURE","ACCESSORI CALZATURE","PULIZIA","LUCIDO"
"1389","Non alimentari","No Food","PERSONA","CALZATURE","ACCESSORI CALZATURE","PULIZIA","CREME"
"1390","Non alimentari","No Food","PERSONA","CALZATURE","ACCESSORI CALZATURE","PULIZIA","STRINGHE"
"1391","Non alimentari","No Food","PERSONA","CALZATURE","ACCESSORI CALZATURE","PULIZIA","SOLETTE"
"1392","Non alimentari","No Food","PERSONA","CALZATURE","ACCESSORI CALZATURE","PULIZIA","SPAZZOLE"
"1393","Non alimentari","No Food","PERSONA","CALZATURE","ACCESSORI CALZATURE","PULIZIA","ALTRO"
"1394","Non alimentari","No Food","PERSONA","CALZATURE","CALZATURE","CALZATURE","CALZATURE"
"1395","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","SCIARPE/FOULARD","SCIARPE"
"1396","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","SCIARPE/FOULARD","FOULARD"
"1397","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","GUANTI","GUANTI PELLE"
"1398","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","GUANTI","GUANTI LANA"
"1399","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","CAPPELLI","CAPPELLI ESTATE"
"1400","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","CAPPELLI","CAPPELLI INVERNO"
"1401","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","FAZZOLETTI","CONF.NI MULTIPLE"
"1402","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","FAZZOLETTI","CONF.NI REGALO"
"1403","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","PELLETTERIA","CINTURE"
"1404","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO DONNA","PELLETTERIA","BORSE"
"1405","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","SCIARPE","SCIARPE LANA"
"1406","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","SCIARPE","SCIARPE TESSUTO"
"1407","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","GUANTI","PELLE"
"1408","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","GUANTI","LANA"
"1409","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","CAPPELLI","CAPPELLI ESTIVI"
"1410","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","CAPPELLI","CAPPELLI INVERNALI"
"1411","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","CRAVATTE","CRAVATTE"
"1412","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","CRAVATTE","CONF. REGALO"
"1413","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","CRAVATTE","ALTRO"
"1414","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","FAZZOLETTI","CONF. MULTIPLE"
"1415","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","FAZZOLETTI","CONF. REGALO"
"1416","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","PELLETTERIA","CINTURE"
"1417","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESSORI ABBIGLIAMENTO UOMO","PELLETTERIA","BRETELLE"
"1418","Non alimentari","No Food","PERSONA","ACCESSORI","ACCESS. ABB.TO 3-12 BAMBINI","GUANTI/SCIARPE","GUANTI/MUFFOLE BIMBO"
"1419","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","TOVAGLIE E TOVAGLIOLI","TOVAGLIOLI BIANCHI","MULTIVELO"
"1420","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","TOVAGLIE E TOVAGLIOLI","TOVAGLIOLI COLORATI/DECORATI","MONOVELO"
"1421","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","TOVAGLIE E TOVAGLIOLI","TOVAGLIOLI COLORATI/DECORATI","MULTIVELO"
"1422","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","TOVAGLIE E TOVAGLIOLI","TOVAGLIE","TOVAGLIE"
"1423","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","ASCIUGATUTTO","REGOLARE","NORMALE"
"1424","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","ASCIUGATUTTO","REGOLARE","MAXIROTOLI"
"1425","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","ASCIUGATUTTO","ULTRA","NORMALE"
"1426","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","ASCIUGATUTTO","CARTA PER FRITTI","ROTOLI"
"1427","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","ASCIUGATUTTO","CARTA PER FRITTI","FOGLI"
"1428","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","PIATTI PIANI"
"1429","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","PIATTI FONDI"
"1430","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","BICCHIERI"
"1431","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","BICCHIERI CAFFE'"
"1432","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","TAZZINE"
"1433","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","FORCHETTE"
"1434","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","CUCCHIAI"
"1435","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","COLTELLI"
"1436","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","CUCCHIAINI"
"1437","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA BIANCA","TRIS"
"1438","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","PIATTI PIANI"
"1439","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","PIATTI FONDI"
"1440","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","BICCHIERI"
"1441","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","BICCHIERI CAFFE'"
"1442","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","TAZZINE"
"1443","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","FORCHETTE"
"1444","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","CUCCHIAI"
"1445","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","COLTELLI"
"1446","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","CUCCHIAINI"
"1447","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","STOVIGLIE PLASTICA COLORATA","TRIS"
"1448","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","COORDINATI","PIATTI"
"1449","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","COORDINATI","BICCHIERI"
"1450","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","COORDINATI","TOVAGLIOLI"
"1451","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","COORDINATI","TOVAGLIE"
"1452","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","COORDINATI","ALTRI"
"1453","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","ACCESSORI USA E GETTA","STUZZICADENTI"
"1454","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","ACCESSORI USA E GETTA","SPIEDINI"
"1455","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","ACCESSORI USA E GETTA","DECORAZIONI"
"1456","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","ACCESSORI USA E GETTA","CANNUCCE"
"1457","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","ACCESSORI USA E GETTA","VASSOI"
"1458","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","USA GETTA TAVOLA","ACCESSORI USA E GETTA","ALTRI"
"1459","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","ROTOLI","ALLUMINIO"
"1460","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","ROTOLI","PELLICOLA"
"1461","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","ROTOLI","CARTA FORNO"
"1462","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","ROTOLI","ALTRO"
"1463","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","SACCHETTI","SACCHETTI FREEZER"
"1464","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","SACCHETTI","SACCHETTI FRIGO"
"1465","Alimentari","Generi vari","CHIMICA","USA E GETTA E AVVOLGENTI","AVVOLGENTI CUCINA","SACCHETTI","SACCHETTI GHIACCIO"
